,Unnamed: 0,rank,title,score,scored_by_users,type,episodes,status,aired,Year Aired,premiered,Premiered Season,broadcast,Broadcast Date,producers,licensors,studios,source,genres,Main Genre,theme,demographic,duration,duration (mins),rating,popularity,url
7819,7819,820,Oniisama e...,7.82,7706,TV,39,Finished Airing,"Jul 14, 1991 to May 31, 1992",1991,Summer 1991,Summer,Sundays at Unknown,Sundays,NHK,Discotek Media,Tezuka Productions,Manga,"Drama, Girls Love",Drama,Unknown,Shoujo,25 min. per ep.,25 ,PG-13 - Teens 13 or older,3022,https://myanimelist.net/anime/795/Oniisama_e
7822,7822,823,Slayers Try,7.82,27470,TV,26,Finished Airing,"Apr 4, 1997 to Sep 26, 1997",1997,Spring 1997,Spring,Fridays at 18:30 (JST),Fridays,SoftX,"Funimation, Central Park Media",E&G Films,Light novel,"Adventure, Comedy, Fantasy",Adventure,Demons,Shounen,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2552,https://myanimelist.net/anime/1172/Slayers_Try
7823,7823,824,Somali to Mori no Kamisama,7.82,92310,TV,12,Finished Airing,"Jan 10, 2020 to Mar 27, 2020",2020,Winter 2020,Winter,Fridays at 00:30 (JST),Fridays,"Movic, Crunchyroll, North Stars Pictures, JY Animation, CA-Cygames Anime Fund, Mixer","None found, add some","Satelight, HORNETS",Web manga,"Adventure, Drama, Fantasy, Slice of Life",Adventure,Demons,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,782,https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama
7824,7824,825,Yi Nian Yong Heng,7.82,1556,ONA,52,Finished Airing,"Aug 12, 2020 to Jul 21, 2021",2020,Unknown,Unknown,Unknown,Unknown,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Novel,"Action, Comedy, Fantasy",Action,Unknown,All,19 min. per ep.,19 ,PG-13 - Teens 13 or older,6170,https://myanimelist.net/anime/41923/Yi_Nian_Yong_Heng
7826,7826,827,Yuusha-Ou GaoGaiGar,7.82,4912,TV,49,Finished Airing,"Feb 1, 1997 to Jan 31, 1998",1997,Winter 1997,Winter,Saturdays at 17:00 (JST),Saturdays,Victor Entertainment,Media Blasters,Sunrise,Original,"Adventure, Sci-Fi",Adventure,Mecha,Shounen,25 min. per ep.,25 ,G - All Ages,4249,https://myanimelist.net/anime/890/Yuusha-Ou_GaoGaiGar
7827,7827,828,Akachan to Boku,7.82,7178,TV,35,Finished Airing,"Jul 11, 1996 to Mar 26, 1997",1996,Summer 1996,Summer,Wednesdays at 18:00 (JST),Wednesdays,"TV Tokyo, Youmex, Yomiuri Advertising","None found, add some",Studio Pierrot,Manga,"Comedy, Drama",Comedy,Unknown,Shoujo,25 min. per ep.,25 ,G - All Ages,4110,https://myanimelist.net/anime/1485/Akachan_to_Boku
7828,7828,829,Baby Steps,7.82,66967,TV,25,Finished Airing,"Apr 6, 2014 to Sep 21, 2014",2014,Spring 2014,Spring,Unknown,Unknown,NHK,"None found, add some",Studio Pierrot,Manga,"Romance, Sports",Romance,School,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1327,https://myanimelist.net/anime/21185/Baby_Steps
7830,7830,831,Bungou Stray Dogs,7.82,540652,TV,12,Finished Airing,"Apr 7, 2016 to Jun 23, 2016",2016,Spring 2016,Spring,Thursdays at 01:05 (JST),Thursdays,"Lantis, Movic, KlockWorx, Bandai Namco Live Creative, Glovision, Lawson HMV Entertainment, Sony PCL","Funimation, Crunchyroll",Bones,Manga,"Action, Comedy, Mystery, Supernatural",Action,Super Power,Seinen,23 min. per ep.,23 ,R - 17+ (violence & profanity),94,https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
7831,7831,832,Chuan Shu Zijiu Zhinan,7.82,5894,ONA,10,Finished Airing,"Sep 10, 2020 to Oct 1, 2020",2020,Unknown,Unknown,Unknown,Unknown,"Tencent Penguin Pictures, iQIYI","None found, add some",Djinn Power,Web novel,"Drama, Supernatural",Drama,Unknown,All,20 min. per ep.,20 ,R - 17+ (violence & profanity),4999,https://myanimelist.net/anime/38990/Chuan_Shu_Zijiu_Zhinan
7835,7835,836,Ie Naki Ko,7.82,3838,TV,51,Finished Airing,"Oct 2, 1977 to Oct 1, 1978",1977,Fall 1977,Fall,Unknown,Unknown,ImaginAsian Entertainment,"None found, add some","Madhouse, TMS Entertainment",Novel,"Adventure, Drama, Slice of Life",Adventure,Historical,Kids,24 min. per ep.,24 ,G - All Ages,4948,https://myanimelist.net/anime/2828/Ie_Naki_Ko
7836,7836,837,Jormungand,7.82,132148,TV,12,Finished Airing,"Apr 11, 2012 to Jun 27, 2012",2012,Spring 2012,Spring,Unknown,Unknown,"Geneon Universal Entertainment, Shogakukan-Shueisha Productions",Funimation,White Fox,Manga,"Action, Adventure",Action,Unknown,Seinen,24 min. per ep.,24 ,R+ - Mild Nudity,579,https://myanimelist.net/anime/12413/Jormungand
7837,7837,838,Jungle wa Itsumo Hare nochi Guu,7.82,12403,TV,26,Finished Airing,"Apr 3, 2001 to Sep 25, 2001",2001,Spring 2001,Spring,Tuesdays at 18:00 (JST),Tuesdays,"Bandai Visual, Sotsu, AN Entertainment",Funimation,Shin-Ei Animation,Manga,"Comedy, Slice of Life",Comedy,School,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,3314,https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu
7838,7838,839,Kageki Shoujo!!,7.82,16003,TV,13,Finished Airing,"Jul 4, 2021 to Sep 26, 2021",2021,Summer 2021,Summer,Sundays at 00:00 (JST),Sundays,"Hakusensha, King Records",Funimation,Pine Jam,Manga,,Unknown,School,Shoujo,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2444,https://myanimelist.net/anime/43691/Kageki_Shoujo
7839,7839,840,Kekkai Sensen & Beyond,7.82,162315,TV,12,Finished Airing,"Oct 8, 2017 to Dec 24, 2017",2017,Fall 2017,Fall,Sundays at 03:08 (JST),Sundays,"Nihon Ad Systems, Mainichi Broadcasting System, TOHO animation, Shueisha",Funimation,Bones,Manga,"Action, Comedy, Fantasy, Supernatural",Action,Unknown,Shounen,24 min. per ep.,24 ,R - 17+ (violence & profanity),480,https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
7843,7843,844,City Hunter 3,7.81,7591,TV,13,Finished Airing,"Oct 15, 1989 to Jan 21, 1990",1989,Fall 1989,Fall,Unknown,Unknown,"None found, add some","ADV Films, Discotek Media",Sunrise,Manga,"Action, Comedy, Mystery",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,4308,https://myanimelist.net/anime/1472/City_Hunter_3
7846,7846,847,Heartcatch Precure!,7.81,9261,TV,49,Finished Airing,"Feb 7, 2010 to Jan 30, 2011",2010,Winter 2010,Winter,Sundays at 08:30 (JST),Sundays,"None found, add some","None found, add some",Toei Animation,Original,"Action, Comedy, Fantasy, Slice of Life",Action,School,Shoujo,24 min. per ep.,24 ,G - All Ages,3555,https://myanimelist.net/anime/7645/Heartcatch_Precure
7849,7849,850,Last Exile,7.81,64395,TV,26,Finished Airing,"Apr 8, 2003 to Sep 30, 2003",2003,Spring 2003,Spring,Tuesdays at 01:30 (JST),Tuesdays,"GDH, Victor Entertainment, TV Tokyo Music","Funimation, Geneon Entertainment USA",Gonzo,Original,"Action, Adventure, Sci-Fi",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,1165,https://myanimelist.net/anime/97/Last_Exile
7851,7851,8002,Bakumatsu Gijinden Roman,6.14,3712,TV,12,Finished Airing,"Jan 8, 2013 to Mar 26, 2013",2013,Winter 2013,Winter,Tuesdays at Unknown,Tuesdays,"Sotsu, Nippon Columbia","None found, add some",TMS Entertainment,Other,,Unknown,Historical,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,5361,https://myanimelist.net/anime/16211/Bakumatsu_Gijinden_Roman
7854,7854,8005,Crystal Blaze,6.14,4607,TV,12,Finished Airing,"Apr 9, 2008 to Jun 25, 2008",2008,Spring 2008,Spring,Wednesdays at 01:15 (JST),Wednesdays,"Happinet Pictures, BIGLOBE",Maiden Japan,Studio Fantasia,Original,"Action, Sci-Fi",Action,Unknown,All,24 min. per ep.,24 ,R - 17+ (violence & profanity),4530,https://myanimelist.net/anime/3840/Crystal_Blaze
7859,7859,8010,Duel Masters Cross Shock,6.14,616,TV,50,Finished Airing,"Apr 3, 2010 to Mar 26, 2011",2010,Spring 2010,Spring,Unknown,Unknown,"Shogakukan-Shueisha Productions, Asahi Broadcasting","None found, add some","None found, add some",Original,"Action, Adventure, Comedy, Fantasy",Action,Game,Kids,10 min. per ep.,10 ,PG-13 - Teens 13 or older,9802,https://myanimelist.net/anime/10528/Duel_Masters_Cross_Shock
7862,7862,8013,Guomin Laogong Dai Huijia 4th Season,6.14,518,ONA,12,Finished Airing,"Oct 3, 2018 to Dec 12, 2018",2018,Unknown,Unknown,Unknown,Unknown,"Tencent Penguin Pictures, China Literature Limited","None found, add some",Wawayu Animation,Novel,"Drama, Romance",Drama,Unknown,All,12 min. per ep.,12 ,PG-13 - Teens 13 or older,8241,https://myanimelist.net/anime/38677/Guomin_Laogong_Dai_Huijia_4th_Season
7865,7865,8016,Houkago no Pleiades,6.14,8548,ONA,4,Finished Airing,"Feb 1, 2011",2011,Unknown,Unknown,Unknown,Unknown,"Dentsu, Dentsu Razorfish, Dentsu Tec, SUBARU","None found, add some",Gainax,Original,,Unknown,Unknown,All,6 min. per ep.,6 ,G - All Ages,4411,https://myanimelist.net/anime/9911/Houkago_no_Pleiades
7867,7867,8018,Kenzen Robo Daimidaler,6.14,21304,TV,12,Finished Airing,"Apr 5, 2014 to Jun 21, 2014",2014,Spring 2014,Spring,Unknown,Unknown,"Genco, Lantis, AT-X, Showgate, Kadokawa",Funimation,TNK,Manga,"Action, Comedy, Ecchi",Action,Mecha,Seinen,24 min. per ep.,24 ,R+ - Mild Nudity,2256,https://myanimelist.net/anime/21809/Kenzen_Robo_Daimidaler
7872,7872,8023,Masou Gakuen HxH,6.14,107873,TV,12,Finished Airing,"Jul 6, 2016 to Sep 21, 2016",2016,Summer 2016,Summer,Wednesdays at 00:30 (JST),Wednesdays,"Kadokawa Shoten, AT-X, DAX Production, KBS, KlockWorx, flying DOG, Kadokawa Media House, Sun TV, TV Saitama, Chiba TV","Funimation, Crunchyroll",Production IMS,Light novel,"Action, Comedy, Fantasy, Romance, Sci-Fi, Ecchi",Action,Unknown,All,24 min. per ep.,24 ,R+ - Mild Nudity,759,https://myanimelist.net/anime/31845/Masou_Gakuen_HxH
7878,7878,8029,Sengoku Night Blood,6.14,9573,TV,12,Finished Airing,"Oct 3, 2017 to Dec 26, 2017",2017,Fall 2017,Fall,Tuesdays at 23:00 (JST),Tuesdays,"TV Asahi, Marvelous, Pony Canyon, JY Animation, Live Viewing Japan, TV Asahi Music","None found, add some",Typhoon Graphics,Visual novel,"Fantasy, Romance",Fantasy,Historical,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2929,https://myanimelist.net/anime/35251/Sengoku_Night_Blood
7881,7881,8032,Shining Hearts: Shiawase no Pan,6.14,14766,TV,12,Finished Airing,"Apr 13, 2012 to Jun 30, 2012",2012,Spring 2012,Spring,Unknown,Unknown,"Avex Entertainment, Sega, DAX Production, Volks",Sentai Filmworks,Production I.G,Game,"Action, Fantasy",Action,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2884,https://myanimelist.net/anime/12367/Shining_Hearts__Shiawase_no_Pan
7882,7882,8033,Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,6.14,50636,TV,12,Finished Airing,"Oct 5, 2021 to Dec 21, 2021",2021,Fall 2021,Fall,Tuesdays at 02:00 (JST),Tuesdays,"Hotline, Glovision","None found, add some","feel., Children's Playground Entertainment",Light novel,"Adventure, Fantasy, Romance",Adventure,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,1512,https://myanimelist.net/anime/46985/Shinka_no_Mi__Shiranai_Uchi_ni_Kachigumi_Jinsei
7885,7885,8036,Subarashiki Kono Sekai The Animation,6.14,13766,TV,12,Finished Airing,"Apr 10, 2021 to Jun 26, 2021",2021,Spring 2021,Spring,Saturdays at 02:25 (JST),Saturdays,Mainichi Broadcasting System,Funimation,"Shin-Ei Animation, domerica",Game,"Action, Adventure",Action,Unknown,All,23 min. per ep.,23 ,PG-13 - Teens 13 or older,2347,https://myanimelist.net/anime/42307/Subarashiki_Kono_Sekai_The_Animation
7887,7887,8038,Time Bokan Series: Time Patroltai Otasukeman,6.14,267,TV,53,Finished Airing,"Feb 2, 1980 to Jan 31, 1981",1980,Winter 1980,Winter,Unknown,Unknown,Fuji TV,"None found, add some",Tatsunoko Production,Unknown,"Action, Adventure, Comedy, Sci-Fi",Action,Unknown,All,25 min. per ep.,25 ,G - All Ages,11476,https://myanimelist.net/anime/8553/Time_Bokan_Series__Time_Patroltai_Otasukeman
7890,7890,8041,Transformers Superlink,6.14,2430,TV,51,Finished Airing,"Jan 9, 2004 to Dec 24, 2004",2004,Winter 2004,Winter,Unknown,Unknown,Hasbro,"None found, add some",Actas,Unknown,"Adventure, Sci-Fi",Adventure,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,7258,https://myanimelist.net/anime/927/Transformers_Superlink
7891,7891,8042,Wo Jiao Bai Xiaofei,6.14,207,ONA,39,Finished Airing,"Apr 16, 2015 to Mar 10, 2016",2015,Unknown,Unknown,Unknown,Unknown,"Tencent Animation & Comics, Studio LAN","None found, add some",Haoliners Animation League,Web manga,"Action, Comedy, Horror",Action,Unknown,All,11 min. per ep.,11 ,PG-13 - Teens 13 or older,10633,https://myanimelist.net/anime/33357/Wo_Jiao_Bai_Xiaofei
7892,7892,8043,Yami Shibai 6,6.14,8283,TV,13,Finished Airing,"Jul 7, 2018 to Sep 29, 2018",2018,Summer 2018,Summer,Saturdays at 04:00 (JST),Saturdays,TV Tokyo,"None found, add some",ILCA,Original,"Avant Garde, Horror, Supernatural",Avant Garde,Unknown,All,4 min. per ep.,4 ,PG-13 - Teens 13 or older,4275,https://myanimelist.net/anime/37893/Yami_Shibai_6
7894,7894,8045,Mini Toji,6.13,2110,TV,10,Finished Airing,"Jan 6, 2019 to Mar 17, 2019",2019,Winter 2019,Winter,Sundays at 01:55 (JST),Sundays,"None found, add some","None found, add some",Project No.9,Original,"Action, Comedy, Fantasy",Action,Unknown,All,5 min. per ep.,5 ,None,6848,https://myanimelist.net/anime/38673/Mini_Toji
7897,7897,8048,Ojamanga Yamada-kun,6.13,119,TV,103,Finished Airing,"Sep 28, 1980 to Oct 10, 1982",1980,Fall 1980,Fall,Sundays at 19:00 (JST),Sundays,"Asatsu DK, Tsuchida Productions","None found, add some","None found, add some",Unknown,"Comedy, Slice of Life",Comedy,Unknown,All,25 min. per ep.,25 ,None,12502,https://myanimelist.net/anime/16530/Ojamanga_Yamada-kun
7900,7900,8051,Robotan (1986),6.13,291,TV,33,Finished Airing,"Jan 6, 1986 to Sep 20, 1986",1986,Winter 1986,Winter,Unknown,Unknown,Tokyo Movie Shinsha,"None found, add some","None found, add some",Unknown,,Unknown,Unknown,Kids,25 min. per ep.,25 ,G - All Ages,12375,https://myanimelist.net/anime/5223/Robotan_1986
7904,7904,8055,Shounen Ashibe: Go! Go! Goma-chan,6.13,604,TV,32,Finished Airing,"Apr 5, 2016 to Feb 21, 2017",2016,Spring 2016,Spring,Tuesdays at 18:45 (JST),Tuesdays,"None found, add some","None found, add some","Bridge, Husio Studio",4-koma manga,"Comedy, Slice of Life",Comedy,Unknown,Seinen,9 min. per ep.,9 ,G - All Ages,8877,https://myanimelist.net/anime/32571/Shounen_Ashibe__Go_Go_Goma-chan
7906,7906,8057,Stitch! Itazura Alien no Daibouken,6.13,677,TV,29,Finished Airing,"Oct 13, 2009 to Jun 29, 2010",2009,Fall 2009,Fall,Unknown,Unknown,Tohokushinsha Film Corporation,"None found, add some",Madhouse,Other,"Adventure, Comedy, Sci-Fi",Adventure,Unknown,Kids,25 min. per ep.,25 ,G - All Ages,9591,https://myanimelist.net/anime/6899/Stitch_Itazura_Alien_no_Daibouken
7907,7907,8058,Super Bikkuriman,6.13,107,TV,44,Finished Airing,"May 17, 1992 to Apr 4, 1993",1992,Spring 1992,Spring,Sundays at 08:30 (JST),Sundays,"None found, add some","None found, add some",Toei Animation,Unknown,"Adventure, Comedy, Fantasy, Sci-Fi",Adventure,Demons,All,24 min. per ep.,24 ,G - All Ages,13432,https://myanimelist.net/anime/6583/Super_Bikkuriman
7912,7912,8063,Tsuki wa Higashi ni Hi wa Nishi ni: Operation Sanctuary,6.13,2525,TV,13,Finished Airing,"Jun 30, 2004 to Sep 22, 2004",2004,Summer 2004,Summer,Unknown,Unknown,Radix,"None found, add some","None found, add some",Visual novel,"Comedy, Drama, Romance, Sci-Fi",Comedy,Harem,All,12 min. per ep.,12 ,PG-13 - Teens 13 or older,6130,https://myanimelist.net/anime/648/Tsuki_wa_Higashi_ni_Hi_wa_Nishi_ni__Operation_Sanctuary
7914,7914,8065,"Wake Up, Girl Zoo!",6.13,2394,ONA,10,Finished Airing,"Oct 22, 2014 to Feb 25, 2015",2014,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some","Ordet, Studio Moriken",Original,,Unknown,Unknown,All,3 min. per ep.,3 ,G - All Ages,6834,https://myanimelist.net/anime/25875/Wake_Up_Girl_Zoo
7915,7915,8066,Wanpaku Oomukashi Kum Kum,6.13,161,TV,26,Finished Airing,"Oct 3, 1975 to Mar 26, 1976",1975,Fall 1975,Fall,Unknown,Unknown,Tohokushinsha Film Corporation,"None found, add some",Sunrise,Unknown,"Adventure, Comedy",Adventure,Historical,Kids,25 min. per ep.,25 ,G - All Ages,12399,https://myanimelist.net/anime/8240/Wanpaku_Oomukashi_Kum_Kum
7916,7916,8067,"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6.13,228496,TV,12,Finished Airing,"Oct 4, 2010 to Dec 20, 2010",2010,Fall 2010,Fall,Mondays at 23:30 (JST),Mondays,"Starchild Records, Studio Mausu, GANSIS, PRA",Media Blasters,feel.,Visual novel,"Drama, Romance, Ecchi",Drama,Harem,All,25 min. per ep.,25 ,R+ - Mild Nudity,403,https://myanimelist.net/anime/8861/Yosuga_no_Sora__In_Solitude_Where_We_Are_Least_Alone
7918,7918,8069,Andersen Monogatari (TV),6.13,183,TV,52,Finished Airing,"Jan 3, 1971 to Dec 26, 1971",1971,Winter 1971,Winter,Sundays at 19:30 (JST),Sundays,"Mushi Production, Fuji TV","None found, add some","None found, add some",Unknown,"Drama, Fantasy",Drama,Unknown,Kids,24 min. per ep.,24 ,PG - Children,11731,https://myanimelist.net/anime/7779/Andersen_Monogatari_TV
7920,7920,8071,ēlDLIVE,6.13,15055,TV,12,Finished Airing,"Jan 8, 2017 to Mar 26, 2017",2017,Winter 2017,Winter,Sundays at 22:00 (JST),Sundays,"Yomiuri Telecasting, d-rights, Half H.P Studio, Shueisha, Tokuma Japan Communications, Tencent Japan","Funimation, Crunchyroll",Studio Pierrot,Manga,"Action, Sci-Fi",Action,Unknown,Shounen,24 min. per ep.,24 ,PG-13 - Teens 13 or older,2723,https://myanimelist.net/anime/32878/ēlDLIVE
7922,7922,8073,Battle Spirits: Heroes,6.13,516,TV,50,Finished Airing,"Sep 18, 2011 to Sep 2, 2012",2011,Fall 2011,Fall,Unknown,Unknown,Nagoya Broadcasting Network,"None found, add some",Sunrise,Card game,,Unknown,Game,All,24 min. per ep.,24 ,PG - Children,9807,https://myanimelist.net/anime/11017/Battle_Spirits__Heroes
7925,7925,8076,Choegang Habche: Mix Master,6.13,136,TV,39,Finished Airing,"May 26, 2010 to Mar 16, 2011",2010,Spring 2010,Spring,Unknown,Unknown,Sunwoo Entertainment,"None found, add some","None found, add some",Original,"Adventure, Fantasy",Adventure,Unknown,All,24 min. per ep.,24 ,PG-13 - Teens 13 or older,12383,https://myanimelist.net/anime/31246/Choegang_Habche__Mix_Master
7928,7928,8079,Dou Hun Wei Zhi Xuan Yue Qiyuan,6.13,119,ONA,12,Finished Airing,"Jun 19, 2018 to Sep 4, 2018",2018,Unknown,Unknown,Unknown,Unknown,"None found, add some","None found, add some",Yi Chen Animation,Original,"Adventure, Fantasy",Adventure,Unknown,All,20 min. per ep.,20 ,PG-13 - Teens 13 or older,13287,https://myanimelist.net/anime/41078/Dou_Hun_Wei_Zhi_Xuan_Yue_Qiyuan
7931,7931,8082,Getter Robo Arc,6.13,1108,TV,13,Finished Airing,"Jul 4, 2021 to Sep 26, 2021",2021,Summer 2021,Summer,Sundays at 21:00 (JST),Sundays,"Lantis, Bandai Namco Arts",Sentai Filmworks,"Bee Media, Studio A-CAT",Manga,"Action, Sci-Fi",Action,Mecha,Shounen,24 min. per ep.,24 ,None,7707,https://myanimelist.net/anime/43741/Getter_Robo_Arc
7934,7934,8085,Heart Cocktail,6.13,108,TV,77,Finished Airing,"Oct 3, 1986 to Mar 26, 1988",1986,Fall 1986,Fall,Unknown,Unknown,"Nippon Television Network, Meruhensha","None found, add some","None found, add some",Unknown,,Unknown,Unknown,Seinen,3 min. per ep.,3 ,PG-13 - Teens 13 or older,10816,https://myanimelist.net/anime/27693/Heart_Cocktail
7937,7937,8088,Huckleberry no Bouken,6.13,585,TV,26,Finished Airing,"Jan 2, 1976 to Jun 25, 1976",1976,Winter 1976,Winter,Unknown,Unknown,"None found, add some",Saban Entertainment,Group TAC,Novel,"Adventure, Drama",Adventure,Historical,All,25 min. per ep.,25 ,G - All Ages,10170,https://myanimelist.net/anime/2545/Huckleberry_no_Bouken
7939,7939,8090,Jankenman,6.13,239,TV,51,Finished Airing,"Apr 4, 1991 to Mar 26, 1992",1991,Spring 1991,Spring,Unknown,Unknown,"TV Tokyo, Ashi Production, Big West","None found, add some","None found, add some",Unknown,,Unknown,Super Power,All,25 min. per ep.,25 ,PG - Children,12463,https://myanimelist.net/anime/7405/Jankenman
7940,7940,8091,Jetter Mars,6.13,291,TV,27,Finished Airing,"Feb 3, 1977 to Sep 15, 1977",1977,Winter 1977,Winter,Unknown,Unknown,"Madhouse, Fuji TV, Tezuka Productions","None found, add some",Toei Animation,Original,"Action, Drama, Sci-Fi",Action,Mecha,All,23 min. per ep.,23 ,G - All Ages,11071,https://myanimelist.net/anime/6087/Jetter_Mars
7941,7941,8092,Jinzou Konchuu Kabutoborg VxV,6.13,173,TV,52,Finished Airing,"Oct 5, 2006 to Oct 11, 2007",2006,Fall 2006,Fall,Unknown,Unknown,"Sony Pictures Entertainment, Studio Comet, G&G Entertainment, Nihon Ad Systems, Animax","None found, add some","None found, add some",Unknown,"Action, Comedy, Fantasy",Action,Game,Shounen,24 min. per ep.,24 ,G - All Ages,12396,https://myanimelist.net/anime/17291/Jinzou_Konchuu_Kabutoborg_VxV
7945,7945,8096,Larva 3rd Season,6.13,367,TV,26,Finished Airing,"Aug 4, 2014 to Nov 26, 2014",2014,Unknown,Unknown,Unknown,Unknown,TUBA,"None found, add some","None found, add some",Unknown,,Unknown,Unknown,All,1 min. per ep.,1 ,G - All Ages,12659,https://myanimelist.net/anime/31674/Larva_3rd_Season
7953,7953,8104,Brain Powerd,6.12,2211,TV,26,Finished Airing,"Apr 8, 1998 to Nov 11, 1998",1998,Spring 1998,Spring,Unknown,Unknown,"Bandai Visual, WOWOW","Bandai Entertainment, Sentai Filmworks",Sunrise,Original,"Action, Adventure, Sci-Fi",Action,Mecha,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,5687,https://myanimelist.net/anime/1542/Brain_Powerd
7954,7954,8105,Choujin Sentai Baratack,6.12,152,TV,31,Finished Airing,"Jul 3, 1977 to Mar 5, 1978",1977,Summer 1977,Summer,Unknown,Unknown,"None found, add some","None found, add some",Toei Animation,Original,"Adventure, Sci-Fi",Adventure,Mecha,All,25 min. per ep.,25 ,PG-13 - Teens 13 or older,11829,https://myanimelist.net/anime/6970/Choujin_Sentai_Baratack
7955,7955,8106,CMFU Xueyuan: Wangzi Peng Peng Qiu,6.12,494,ONA,24,Finished Airing,"Nov 3, 2016 to Apr 6, 2017",2016,Unknown,Unknown,Unknown,Unknown,"Tencent Penguin Pictures, China Literature Limited","None found, add some",Shanghai Foch Film and TV Culture Investment,Novel,"Romance, Sports",Romance,School,All,11 min. per ep.,11 ,PG-13 - Teens 13 or older,7084,https://myanimelist.net/anime/37619/CMFU_Xueyuan__Wangzi_Peng_Peng_Qiu
7956,7956,8107,DD Hokuto no Ken,6.12,1533,TV,12,Finished Airing,"Jan 12, 2011 to Apr 6, 2011",2011,Winter 2011,Winter,Wednesdays at 02:35 (JST),Wednesdays,North Stars Pictures,"None found, add some","None found, add some",Manga,,Unknown,Parody,Seinen,3 min. per ep.,3 ,PG-13 - Teens 13 or older,7475,https://myanimelist.net/anime/10177/DD_Hokuto_no_Ken
7957,7957,8108,Dokaben,6.12,179,TV,163,Finished Airing,"Oct 6, 1976 to Dec 26, 1979",1976,Fall 1976,Fall,Wednesdays at 19:00 (JST),Wednesdays,"Fuji TV, Tsuchida Productions","None found, add some",Nippon Animation,Unknown,"Action, Sports",Action,School,Shounen,25 min. per ep.,25 ,PG-13 - Teens 13 or older,11499,https://myanimelist.net/anime/3825/Dokaben
